tweet_id, retweet_count, favorite_count 
667806454573760512,452,989
667801013445750784,88,309
667793409583771648,309,656
667782464991965184,230,388
667773195014021121,49,218
667766675769573376,201,410
667728196545200128,143,356
667724302356258817,296,446
667550904950915073,31,0
667550882905632768,28,0
667549055577362432,2094,5417
667546741521195010,115,317
667544320556335104,492,807
667538891197542400,60,192
667534815156183040,490,767
667530908589760512,221,437
667524857454854144,1045,1594
667517642048163840,179,344
667509364010450944,1984,6387
667502640335572993,207,512
667495797102141441,246,490
667491009379606528,208,489
667470559035432960,89,238
667455448082227200,56,179
667453023279554560,81,295
667443425659232256,538,733
667437278097252352,219,423
667435689202614272,79,289
667405339315146752,207,435
667393430834667520,51,179
667369227918143488,151,343
667211855547486208,223,453
667200525029539841,241,574
667192066997374976,91,358
667188689915760640,368,700
667182792070062081,5701,13390
667177989038297088,51,179
667176164155375616,421,571
667174963120574464,72,231
667171260800061440,77,205
667165590075940865,1043,2516
667160273090932737,56,239
667152164079423490,15659,44706
667138269671505920,2023,4296
667119796878725120,121,310
667090893657276420,116,313
667073648344346624,109,373
667070482143944705,13,77
667065535570550784,41,159
667062181243039745,48,205
667044094246576128,44,174
667012601033924608,204,422
666996132027977728,81,226
666983947667116034,904,2376
666837028449972224,510,754
666835007768551424,74,196
666826780179869698,84,237
666817836334096384,233,475
666804364988780544,84,218
666786068205871104,443,704
666781792255496192,175,358
666776908487630848,156,323
666739327293083650,60,219
666701168228331520,200,399
666691418707132416,44,172
666649482315059201,570,1043
666644823164719104,73,219
666454714377183233,197,475
666447344410484738,18,94
666437273139982337,42,113
666435652385423360,45,152
666430724426358785,173,291
666428276349472768,73,150
666421158376562688,102,293
666418789513326592,41,111
666411507551481857,288,402
666407126856765440,31,98
666396247373291520,73,154
666373753744588802,78,170
666362758909284353,503,705
666353288456101888,64,193
666345417576210432,128,268
666337882303524864,82,179
666293911632134144,313,455
666287406224695296,58,132
666273097616637952,70,157
666268910803644416,32,94
666104133288665088,5851,13362
666102155909144576,11,69
666099513787052032,58,141
666094000022159362,66,152
666082916733198337,41,100
666073100786774016,142,289
666071193221509120,52,133
666063827256086533,193,440
666058600524156928,52,102
666057090499244032,121,261
666055525042405380,216,405
666051853826850816,758,1104
666050758794694657,51,121
666049248165822465,40,95
666044226329800704,126,265
666033412701032449,39,110
666029285002620928,41,119
666020888022790149,454,2365
